,tconst,primaryTitle,originalTitle,startYear,genres,averageRating,numVotes
116475,tt0119137,Flubber,Flubber,1997,"Comedy,Family,Sci-Fi",7.0,8.0
113779,tt0116329,FlyAwayHome,Fly Away Home,1996,"Adventure,Drama,Family",6.1,14.0
437416,tt0454824,Flyboys,Flyboys,2006,"Action,Drama,History",5.1,10.0
59282,tt0060420,FollowMeBoys,"Follow Me, Boys!",1966,"Drama,Family",6.8,233.0
149956,tt0154506,Following,Following,1998,"Crime,Mystery,Thriller",6.5,91.0
23627,tt0024028,FootlightParade,Footlight Parade,1933,"Comedy,Musical,Romance",6.2,319.0
95256,tt0097372,ForAllMankind,For All Mankind,1989,"Documentary,History",5.6,7.0
93111,tt0095169,ForKeeps,For Keeps?,1988,"Comedy,Drama,Romance",6.8,24.0
452953,tt0470765,ForYourConsideration,For Your Consideration,2006,Comedy,8.7,15.0
80652,tt0082398,ForYourEyesOnly,For Your Eyes Only,1981,"Action,Adventure,Thriller",6.2,368.0
48359,tt0049223,ForbiddenPlanet,Forbidden Planet,1956,"Action,Adventure,Sci-Fi",6.7,6.0
82174,tt0083959,ForbiddenWorld,Forbidden World,1982,"Horror,Sci-Fi",6.7,22748.0
79060,tt0080752,ForbiddenZone,Forbidden Zone,1980,"Comedy,Fantasy,Musical",5.2,378.0
31918,tt0032484,ForeignCorrespondent,Foreign Correspondent,1940,"Action,Romance,Thriller",7.0,135.0
91030,tt0093041,ForeverEvil,Forever Evil,1987,Horror,5.0,185.0
775861,tt0800039,ForgettingSarahMarshall,Forgetting Sarah Marshall,2008,"Comedy,Drama,Romance",8.1,7.0
107457,tt0109830,ForrestGump,Forrest Gump,1994,"Drama,Romance",8.4,549.0
413366,tt0430105,FourBrothers,Four Brothers,2005,"Action,Crime,Drama",8.4,8.0
1862482,tt1341167,FourLions,Four Lions,2010,"Comedy,Crime,Drama",,
110656,tt0113101,FourRooms,Four Rooms,1995,Comedy,5.1,8.0
1542906,tt1100089,Foxcatcher,Foxcatcher,2014,"Biography,Drama,Sport",,
70077,tt0071517,FoxyBrown,Foxy Brown,1974,"Action,Crime,Thriller",6.9,15.0
2813446,tt2347569,FrancesHa,Frances Ha,2012,"Comedy,Drama,Romance",,
97444,tt0099611,Frankenhooker,Frankenhooker,1990,"Comedy,Horror,Sci-Fi",6.2,93.0
866262,tt0893402,Franklyn,Franklyn,2008,"Drama,Fantasy,Sci-Fi",8.3,6.0
107465,tt0109838,Freaked,Freaked,1993,"Comedy,Sci-Fi",7.4,620.0
468275,tt0486583,FredClaus,Fred Claus,2007,"Comedy,Family,Fantasy",9.0,7.0
230755,tt0240515,FreddyGotFingered,Freddy Got Fingered,2001,Comedy,6.3,19.0
137096,tt0141105,FreeEnterprise,Free Enterprise,1998,"Comedy,Romance",7.7,19.0
104654,tt0106965,FreeWilly,Free Willy,1993,"Adventure,Drama,Family",6.1,158.0
446368,tt0463998,FreedomWriters,Freedom Writers,2007,"Biography,Crime,Drama",4.2,52.0
102043,tt0104299,Freejack,Freejack,1992,"Action,Crime,Sci-Fi",6.0,23.0
46173,tt0046998,FrenchCancan,French Cancan,1955,"Comedy,Drama,Musical",5.1,14.0
882738,tt0910554,FrequentlyAskedQuestionsAboutTimeTravel,Frequently Asked Questions About Time Travel,2009,"Comedy,Sci-Fi",5.3,25600.0
2856604,tt2396495,FreshMeat,Fresh Meat,2012,"Comedy,Horror",,
117921,tt0120679,Frida,Frida,2002,"Biography,Drama,Romance",6.0,6.0
374310,tt0390022,FridayNightLights,Friday Night Lights,2004,"Action,Drama,Sport",6.8,147.0
869504,tt0896811,FriendsWithBenefits,Friends (With Benefits),2009,"Comedy,Romance",8.1,442.0
89119,tt0091083,FromBeyond,From Beyond,1986,"Horror,Sci-Fi",7.6,3070.0
113817,tt0116367,FromDuskTillDawn,From Dusk Till Dawn,1996,"Action,Crime,Horror",4.6,16.0
117923,tt0120681,FromHell,From Hell,2001,"Horror,Mystery,Thriller",3.4,102.0
790124,tt0814685,Frontiers,Frontière(s),2007,Horror,8.8,16.0
843754,tt0870111,FrostNixon,Frost/Nixon,2008,"Biography,Drama,History",7.4,11.0
3077275,tt2917494,Frostbite,Frostbite,2013,Horror,,
733548,tt0756359,FrozenDays,Yamim Kfuim,2005,"Drama,Mystery,Thriller",8.6,10.0
91047,tt0093058,FullMetalJacket,Full Metal Jacket,1987,"Drama,War",7.7,24.0
2173154,tt1663143,FunSize,Fun Size,2012,"Adventure,Comedy",,
49534,tt0050419,FunnyFace,Funny Face,1957,"Comedy,Musical,Romance",6.1,359.0
473937,tt0492389,FurryVengeance,Furry Vengeance,2010,"Comedy,Family",8.1,9.0
104241,tt0106545,FutureCops,Chao ji xue xiao ba wang,1993,"Action,Comedy,Sci-Fi",5.4,8.0
2874069,tt2429074,GBF,G.B.F.,2013,"Comedy,Drama,Romance",,
419428,tt0436339,GForce,G-Force,2009,"Action,Adventure,Animation",5.8,274.0
2096169,tt1583421,GIJoeRetaliation,G.I. Joe: Retaliation,2013,"Action,Adventure,Sci-Fi",,
1232644,tt1046173,GIJoeTheRiseofCobra,G.I. Joe: The Rise of Cobra,2009,"Action,Adventure,Sci-Fi",,
171828,tt0177789,GalaxyQuest,Galaxy Quest,1999,"Adventure,Comedy,Sci-Fi",8.4,34.0
467619,tt0485909,Gamers,Gamers,2006,Comedy,7.1,9.0
82202,tt0083987,Gandhi,Gandhi,1982,"Biography,Drama,History",3.8,431.0
1844099,tt1321870,GangsterSquad,Gangster Squad,2013,"Action,Crime,Drama",,
269199,tt0280696,GarageDays,Garage Days,2002,"Comedy,Drama,Music",5.5,15.0
320207,tt0333766,GardenState,Garden State,2004,"Comedy,Drama,Romance",7.9,121.0
342211,tt0356634,Garfield,Garfield,2004,"Animation,Comedy,Family",8.4,7.0
72574,tt0074080,GatorBait,'Gator Bait,1973,"Action,Adventure,Drama",5.2,433.0
116512,tt0119177,Gattaca,Gattaca,1997,"Drama,Sci-Fi,Thriller",6.5,13.0
38747,tt0039416,GentlemansAgreement,Gentleman's Agreement,1947,"Drama,Romance",5.4,53.0
38748,tt0039417,GermanyYearZero,Germania anno zero,1948,"Drama,War",5.1,391.0
83715,tt0085551,GetCrazy,Get Crazy,1983,"Comedy,Music",6.4,70.0
110714,tt0113161,GetShorty,Get Shorty,1995,"Comedy,Crime,Thriller",4.2,26.0
408436,tt0425061,GetSmart,Get Smart,2008,"Action,Adventure,Comedy",4.9,8.0
2654420,tt2167202,Getaway,Getaway,2013,"Action,Crime,Thriller",,
104696,tt0107007,Gettysburg,Gettysburg,1993,"Drama,History,War",4.2,5.0
97486,tt0099654,GhostDad,Ghost Dad,1990,"Comedy,Family,Fantasy",5.2,94.0
248750,tt0259324,GhostRider,Ghost Rider,2007,"Action,Fantasy,Thriller",7.2,2408.0
287586,tt0299930,Gigli,Gigli,2003,"Comedy,Crime,Romance",7.0,7.0
201877,tt0210070,GingerSnaps,Ginger Snaps,2000,"Drama,Fantasy,Horror",7.4,276.0
166765,tt0172493,GirlInterrupted,"Girl, Interrupted",1999,"Biography,Drama",6.1,31.0
14720,tt0014945,GirlShy,Girl Shy,1924,"Comedy,Romance",4.4,95.0
370116,tt0385726,GloryRoad,Glory Road,2006,"Biography,Drama,Sport",8.2,5.0
2411547,tt1912398,GodBlessAmerica,God Bless America,2011,"Adventure,Comedy,Crime",,
181934,tt0188640,Godzilla2000,Gojira ni-sen mireniamu,1999,"Action,Adventure,Drama",7.6,7.0
383115,tt0399102,GodzillaFinalWars,Gojira: Fainaru uôzu,2004,"Action,Adventure,Fantasy",8.4,16.0
94770,tt0096870,GoingOverboard,Going Overboard,1989,Comedy,5.3,67.0
110741,tt0113189,GoldenEye,GoldenEye,1995,"Action,Adventure,Thriller",5.6,84.0
57065,tt0058150,Goldfinger,Goldfinger,1964,"Action,Adventure,Thriller",5.6,365.0
116545,tt0119214,GoneFishin,Gone Fishin',1997,"Comedy,Crime",4.7,43.0
234042,tt0243931,GoodAdvice,Good Advice,2001,"Comedy,Romance",4.8,5.0
116546,tt0119215,GoodBurger,Good Burger,1997,"Comedy,Family",7.9,7.0
915267,tt0944101,GoodDick,Good Dick,2008,"Comedy,Drama,Romance",5.9,14.0
91093,tt0093105,GoodMorningVietnam,"Good Morning, Vietnam",1987,"Biography,Comedy,Drama",5.6,9.0
116548,tt0119217,GoodWillHunting,Good Will Hunting,1997,"Drama,Romance",7.0,22.0
80718,tt0082464,GoodbyePorkPie,Goodbye Pork Pie,1980,"Action,Adventure,Comedy",3.9,342.0
174254,tt0180396,GoodbyeUncleTom,Addio zio Tom,1971,Drama,4.7,6.0
1974095,tt1456635,Goon,Goon,2011,"Comedy,Drama,Sport",,
110751,tt0113199,Gordy,Gordy,1995,"Comedy,Drama,Family",7.1,57.0
53924,tt0054938,Gorgo,Gorgo,1961,"Action,Adventure,Drama",5.0,18.0
269208,tt0280707,GosfordPark,Gosford Park,2001,"Comedy,Drama,Mystery",5.8,16.0
334592,tt0348836,Gothika,Gothika,2003,"Horror,Mystery,Thriller",5.8,55.0
347131,tt0361668,Gozu,Gokudô kyôfu dai-gekijô: Gozu,2003,"Crime,Drama,Horror",5.6,5.0
1733074,tt1205489,GranTorino,Gran Torino,2008,Drama,,
2211877,tt1703199,GraveEncounters,Grave Encounters,2011,Horror,,
2710877,tt2231554,GraveEncounters2,Grave Encounters 2,2012,Horror,,
76029,tt0077629,GrayLadyDown,Gray Lady Down,1978,"Adventure,Drama,History",5.3,155.0
82236,tt0084021,Grease2,Grease 2,1982,"Comedy,Drama,Musical",8.0,10.0
67312,tt0068659,GreasersPalace,Greaser's Palace,1972,"Comedy,Western",4.0,6.0
107562,tt0109936,Greedy,Greedy,1994,Comedy,6.1,70.0
97529,tt0099699,GreenCard,Green Card,1990,"Comedy,Drama,Romance",5.7,51565.0
1664482,tt1133985,GreenLantern,Green Lantern,2011,"Action,Adventure,Sci-Fi",,
104255,tt0106559,GreenSnake,Ching se,1993,"Drama,Fantasy",7.7,9.0
918822,tt0947810,GreenZone,Green Zone,2010,"Action,Drama,Thriller",7.1,31.0
80731,tt0082477,GregorysGirl,Gregory's Girl,1980,"Comedy,Drama,Romance",6.6,260.0
85484,tt0087363,Gremlins,Gremlins,1984,"Comedy,Fantasy,Horror",7.2,403.0
71600,tt0073076,GreyGardens,Grey Gardens,1975,"Comedy,Documentary,Drama",7.3,13.0
410629,tt0427312,GrizzlyMan,Grizzly Man,2005,"Biography,Documentary",6.3,9.0
887421,tt0915460,GrizzlyPark,Grizzly Park,2008,"Adventure,Comedy,Horror",7.7,925.0
116560,tt0119229,GrossePointeBlank,Grosse Pointe Blank,1997,"Action,Comedy,Crime",5.6,27.0
104737,tt0107048,GroundhogDay,Groundhog Day,1993,"Comedy,Fantasy,Romance",7.6,9.0
1895668,tt1375670,GrownUps,Grown Ups,2010,Comedy,,
194655,tt0202381,GuestHouseParadiso,Guest House Paradiso,1999,"Comedy,Thriller",7.2,244.0
116568,tt0119237,Gummo,Gummo,1997,"Comedy,Drama",8.2,13.0
41804,tt0042530,GunCrazy,Gun Crazy,1950,"Crime,Drama,Film-Noir",6.2,1602.0
89193,tt0091159,GungHo,Gung Ho,1986,"Comedy,Drama",4.6,7.0
95292,tt0097410,Gunhed,Ganheddo,1989,"Action,Sci-Fi,Thriller",6.1,8876.0
48423,tt0049287,Gunslinger,Gunslinger,1956,Western,7.0,272.0
73075,tt0074599,Gus,Gus,1976,"Comedy,Family,Sport",7.1,14.0
1472380,tt1087853,Gutterballs,Gutterballs,2008,"Comedy,Horror,Sport",,
87321,tt0089243,Gymkata,Gymkata,1985,"Action,Thriller",5.3,1253.0
110794,tt0113243,Hackers,Hackers,1995,"Comedy,Crime,Drama",5.4,7.0
117933,tt0120693,HalfBaked,Half Baked,1998,"Comedy,Crime",6.2,294.0
284936,tt0297162,HalfPastDead,Half Past Dead,2002,"Action,Crime,Thriller",6.5,24.0
211684,tt0220506,HalloweenResurrection,Halloween: Resurrection,2002,"Horror,Thriller",7.6,7.0
91125,tt0093137,HamburgerHill,Hamburger Hill,1987,"Action,Drama,Thriller",7.5,11.0
1569826,tt1104733,Hamlet2,Hamlet 2,2008,"Comedy,Music",,
430932,tt0448157,Hancock,Hancock,2008,"Action,Fantasy",8.0,16.0
963361,tt0993842,Hanna,Hanna,2011,"Action,Drama,Thriller",6.7,30.0
113929,tt0116483,HappyGilmore,Happy Gilmore,1996,"Comedy,Sport",7.4,47.0
1998049,tt1481572,Happythankyoumoreplease,Happythankyoumoreplease,2010,"Comedy,Drama,Romance",,
113934,tt0116488,HardCoreLogo,Hard Core Logo,1996,"Comedy,Drama,Music",7.2,6.0
116586,tt0119256,HardEight,Sydney,1996,"Crime,Drama",4.7,172.0
209657,tt0218323,HardLuck,Hard Luck,2001,"Adventure,Drama,Family",6.1,33.0
117936,tt0120696,HardRain,Hard Rain,1998,"Action,Crime,Drama",4.8,18.0
104765,tt0107076,HardTarget,Hard Target,1993,"Action,Adventure,Drama",7.0,29.0
80755,tt0082501,HardlyWorking,Hardly Working,1980,Comedy,5.1,7.0
97569,tt0099740,Hardware,Hardware,1990,"Sci-Fi,Thriller",7.0,7.0
95362,tt0097481,HarlemNights,Harlem Nights,1989,"Comedy,Crime,Drama",6.8,11.0
1813106,tt1289406,HarryBrown,Harry Brown,2009,"Action,Crime,Drama",,
55017,tt0056059,Hatari,Hatari!,1962,"Action,Adventure,Drama",4.6,154.0
405825,tt0422401,Hatchet,Hatchet,2006,"Comedy,Horror,Thriller",7.8,19.0
3040264,tt2830416,Hawking,Hawking,2013,"Biography,Comedy,Documentary",,
2022604,tt1506999,Haywire,Haywire,2011,"Action,Drama,Thriller",,
279569,tt0291579,HeLovesMeHeLovesMeNot,À la folie... pas du tout,2002,"Romance,Thriller",8.5,10.0
99788,tt0102011,HeSaidSheSaid,"He Said, She Said",1991,"Comedy,Drama,Romance",4.5,487.0
14747,tt0014972,HeWhoGetsSlapped,He Who Gets Slapped,1924,"Drama,Romance,Thriller",7.0,2932.0
2126603,tt1614989,Headhunters,Hodejegerne,2011,"Action,Crime,Thriller",,
80761,tt0082507,Heartbeeps,Heartbeeps,1981,"Comedy,Sci-Fi",6.3,1467.0
89219,tt0091187,HeartbreakRidge,Heartbreak Ridge,1986,"Drama,War",6.7,168.0
178890,tt0185354,Heater,Heater,1999,Drama,5.5,7895.0
95374,tt0097493,Heathers,Heathers,1988,"Comedy,Crime",7.9,1852.0
107629,tt0110005,HeavenlyCreatures,Heavenly Creatures,1994,"Biography,Crime,Drama",6.0,53.0
93234,tt0095294,HellboundHellraiserII,Hellbound: Hellraiser II,1988,"Horror,Thriller",8.5,17121.0
91164,tt0093177,Hellraiser,Hellraiser,1987,"Horror,Thriller",8.3,6.0
113959,tt0116514,HellraiserBloodline,Hellraiser: Bloodline,1996,"Horror,Sci-Fi",3.7,17.0
2224908,tt1716747,HellraiserRevelations,Hellraiser: Revelations,2011,Horror,,
6699,tt0006780,HellsHinges,Hell's Hinges,1916,"Romance,Western",5.9,47.0
1135357,tt1029120,HenryPooleIsHere,Henry Poole Is Here,2008,"Comedy,Drama",,
95381,tt0097500,HerAlibi,Her Alibi,1989,"Comedy,Crime,Mystery",7.1,26.0
1739695,tt1212419,Hereafter,Hereafter,2010,"Drama,Fantasy,Romance",,
977506,tt1001508,HesJustNotThatIntoYou,He's Just Not That Into You,2009,"Comedy,Drama,Romance",7.4,224.0
1922332,tt1403177,Hesher,Hesher,2010,"Comedy,Crime,Drama",,
451320,tt0469099,HeyHeyItsEstherBlueburger,Hey Hey It's Esther Blueburger,2008,"Comedy,Drama",6.6,5.0
1733134,tt1205558,Hick,Hick,2011,"Comedy,Drama",,
304565,tt0317648,Hidalgo,Hidalgo,2004,"Action,Adventure,Biography",8.0,53.0
74573,tt0076141,HighAnxiety,High Anxiety,1977,"Comedy,Mystery,Thriller",5.6,37659.0
67352,tt0068699,HighPlainsDrifter,High Plains Drifter,1973,"Drama,Mystery,Western",8.0,48.0
51927,tt0052891,HighSchoolBigShot,High School Big Shot,1959,"Crime,Drama",6.2,97.0
33130,tt0033717,HighSierra,High Sierra,1941,"Action,Adventure,Crime",4.9,8.0
93244,tt0095304,HighSpirits,High Spirits,1988,"Comedy,Fantasy",7.9,232.0
110855,tt0113305,HigherLearning,Higher Learning,1995,"Crime,Drama,Romance",5.3,10.0
89234,tt0091203,Highlander,Highlander,1986,"Action,Adventure,Fantasy",5.5,40.0
99810,tt0102034,HighlanderIITheQuickening,Highlander II: The Quickening,1991,"Action,Adventure,Fantasy",7.3,9.0
325443,tt0339147,Highwaymen,Highwaymen,2004,"Action,Crime,Horror",7.5,37.0
121989,tt0125144,Himala,Himala,1982,Drama,7.9,58.0
1765463,tt1239426,Hipsters,Stilyagi,2008,"Drama,Musical,Romance",,
32032,tt0032599,HisGirlFriday,His Girl Friday,1940,"Comedy,Drama,Romance",6.2,78.0
945673,tt0975645,Hitchcock,Hitchcock,2012,"Biography,Comedy,Drama",3.7,43.0
2064409,tt1550506,HiveMind,Hive Mind,2009,"Horror,Sci-Fi",,
87356,tt0089280,Hobgoblins,Hobgoblins,1988,"Comedy,Horror,Sci-Fi",8.7,9.0
104807,tt0107120,HocusPocus,Hocus Pocus,1993,"Comedy,Family,Fantasy",7.5,861.0
34261,tt0034862,HolidayInn,Holiday Inn,1942,"Comedy,Drama,Music",9.5,23.0
158915,tt0164052,HollowMan,Hollow Man,2000,"Action,Horror,Sci-Fi",3.6,110.0
316260,tt0329717,HollywoodHomicide,Hollywood Homicide,2003,"Action,Comedy,Crime",7.2,32.0
411278,tt0427969,Hollywoodland,Hollywoodland,2006,"Biography,Crime,Drama",7.6,11.0
2569792,tt2076220,HolyMotors,Holy Motors,2012,"Drama,Fantasy",,
97614,tt0099785,HomeAlone,Home Alone,1990,"Comedy,Family",5.7,15.0
104818,tt0107131,HomewardBoundTheIncredibleJourney,Homeward Bound: The Incredible Journey,1993,"Adventure,Comedy,Drama",6.2,11.0
116639,tt0119311,Hoodlum,Hoodlum,1997,"Crime,Drama",5.9,7.0
99832,tt0102057,Hook,Hook,1991,"Adventure,Comedy,Family",6.6,9.0
89248,tt0091217,Hoosiers,Hoosiers,1986,"Drama,Sport",6.5,58.0
116641,tt0119313,HopeFloats,Hope Floats,1998,"Drama,Romance",5.5,8.0
64558,tt0065850,HornetsNest,Hornets' Nest,1970,"Action,Drama,War",6.7,33.0
2015500,tt1499658,HorribleBosses,Horrible Bosses,2011,"Comedy,Crime",,
22653,tt0023027,HorseFeathers,Horse Feathers,1932,"Comedy,Musical,Romance",5.6,21.0
865655,tt0892767,Horsemen,Horsemen,2009,"Crime,Drama,Mystery",5.6,5.0
408483,tt0425112,HotFuzz,Hot Fuzz,2007,"Action,Comedy,Mystery",5.0,19.0
104830,tt0107144,HotShotsPartDeux,Hot Shots! Part Deux,1993,"Action,Comedy",6.1,49.0
1758014,tt1231587,HotTubTimeMachine,Hot Tub Time Machine,2010,"Comedy,Sci-Fi",,
379267,tt0395169,HotelRwanda,Hotel Rwanda,2004,"Biography,Drama,History",6.8,6.0
399434,tt0415856,Hounddog,Hounddog,2007,"Drama,Music",9.0,10.0
97628,tt0099800,HouseParty,House Party,1990,"Comedy,Music,Romance",6.2,12.0
107689,tt0110066,Houseguest,Houseguest,1995,Comedy,6.4,8.0
267050,tt0278488,HowHigh,How High,2001,"Comedy,Fantasy",5.7,120.0
2394324,tt1894476,HowILiveNow,How I Live Now,2013,"Romance,Sci-Fi,Thriller",,
117942,tt0120703,HowStellaGotHerGrooveBack,How Stella Got Her Groove Back,1998,"Comedy,Drama,Romance",7.6,7.0
56096,tt0057163,Hud,Hud,1963,"Drama,Western",6.1,74.0
99845,tt0102070,HudsonHawk,Hudson Hawk,1991,"Action,Adventure,Comedy",5.5,156.0
274942,tt0286716,Hulk,Hulk,2003,"Action,Sci-Fi",7.3,6.0
1794923,tt1270291,HunterPrey,Hunter Prey,2010,"Sci-Fi,Thriller",,
37149,tt0037798,IAccuseMyParents,I Accuse My Parents,1944,"Crime,Drama",7.1,8.0
462127,tt0480249,IAmLegend,I Am Legend,2007,"Drama,Sci-Fi,Thriller",4.8,90.0
265653,tt0277027,IAmSam,I Am Sam,2001,Drama,7.2,8.0
805457,tt0830570,ICantThinkStraight,I Can't Think Straight,2008,"Drama,Romance",6.3,1844.0
45103,tt0045897,IConfess,I Confess,1953,"Crime,Drama,Thriller",4.3,9.0
449118,tt0466839,ICouldNeverBeYourWoman,I Could Never Be Your Woman,2007,"Comedy,Drama,Romance",6.9,11.0
65912,tt0067229,IDrinkYourBlood,I Drink Your Blood,1970,Horror,5.2,182.0
1936953,tt1418377,IFrankenstein,"I, Frankenstein",2014,"Action,Fantasy,Horror",,
342295,tt0356721,IHeartHuckabees,I Heart Huckabees,2004,Comedy,8.7,55.0
2605362,tt2113683,IKnowThatVoice,I Know That Voice,2013,Documentary,,
116672,tt0119345,IKnowWhatYouDidLastSummer,I Know What You Did Last Summer,1997,"Horror,Mystery",5.7,6.0
870038,tt0897361,IKnowWhoKilledMe,I Know Who Killed Me,2007,"Crime,Drama,Mystery",6.3,6.0
1156474,tt1032815,ILoveYouBethCooper,"I Love You, Beth Cooper",2009,"Comedy,Romance",,
1684701,tt1155056,ILoveYouMan,"I Love You, Man",2009,"Comedy,Romance",,
1230335,tt1045772,ILoveYouPhillipMorris,I Love You Phillip Morris,2009,"Biography,Comedy,Crime",,
294947,tt0307681,INotStupid,Xiaohai bu ben,2002,"Comedy,Drama",8.0,48.0
806159,tt0831299,IReallyHateMyJob,I Really Hate My Job,2007,"Comedy,Drama",7.6,110.0
329702,tt0343818,IRobot,"I, Robot",2004,"Action,Crime,Drama",7.9,68.0
152370,tt0157016,IStandAlone,Seul contre tous,1998,"Crime,Drama,Thriller",7.4,16.0
747468,tt0770772,IThinkILoveMyWife,I Think I Love My Wife,2007,"Comedy,Drama,Romance",5.0,5.0
45713,tt0046521,IVitelloni,I vitelloni,1953,"Comedy,Drama",5.2,18.0
33152,tt0033740,IWakeUpScreaming,I Wake Up Screaming,1941,"Crime,Drama,Film-Noir",7.7,7.0
110922,tt0113376,IceCreamMan,Ice Cream Man,1995,"Comedy,Horror,Thriller",6.9,99.0
380720,tt0396652,IcePrincess,Ice Princess,2005,"Comedy,Drama,Family",7.9,11.0
372140,tt0387808,Idiocracy,Idiocracy,2006,"Adventure,Comedy,Sci-Fi",7.1,12.0
323008,tt0336618,IfFootmenTireYouWhatWillHorsesDo,If Footmen Tire You What Will Horses Do?,1971,"Drama,Horror",7.7,12.0
43969,tt0044741,Ikiru,Ikiru,1952,Drama,6.1,29.0
351087,tt0365763,IllusiveTracks,Skenbart: En film om tåg,2003,"Comedy,Thriller",6.5,24.0
93287,tt0095348,ImGonnaGitYouSucka,I'm Gonna Git You Sucka,1988,"Action,Comedy,Crime",5.7,9.0
313606,tt0326977,ImNotScared,Io non ho paura,2003,"Crime,Drama,Mystery",3.6,48.0
353996,tt0368794,ImNotThere,I'm Not There,2007,"Biography,Drama,Music",7.8,29.0
2456767,tt1959409,Imaginaerum,Imaginaerum,2012,"Drama,Fantasy,Musical",,
1779227,tt1253864,Immortals,Immortals,2011,"Action,Drama,Fantasy",,
155493,tt0160399,Impostor,Impostor,2001,"Drama,Mystery,Sci-Fi",7.4,58.0
791873,tt0816530,Imprint,Imprint,2007,"Drama,Thriller",6.5,13.0
99878,tt0102103,Impromptu,Impromptu,1991,"Biography,Comedy,Music",7.6,23.0
286548,tt0298845,InAmerica,In America,2002,Drama,7.4,29.0
756946,tt0780536,InBruges,In Bruges,2008,"Comedy,Crime,Drama",5.0,6.0
325431,tt0339135,InHell,In Hell,2003,"Action,Drama,Thriller",7.2,16.0
2148626,tt1637688,InTime,In Time,2011,"Action,Sci-Fi,Thriller",,
1895664,tt1375666,Inception,Inception,2010,"Action,Adventure,Sci-Fi",,
104896,tt0107211,IndecentProposal,Indecent Proposal,1993,"Drama,Romance",6.8,64.0
2440915,tt1942884,IndieGameTheMovie,Indie Game: The Movie,2012,"Documentary,Drama",,
1086302,tt1020543,Infestation,Infestation,2009,"Action,Adventure,Comedy",,
347208,tt0361748,InglouriousBasterds,Inglourious Basterds,2009,"Adventure,Drama,War",6.6,7.0
2295684,tt1791528,InherentVice,Inherent Vice,2014,"Comedy,Crime,Drama",,
1379747,tt1071804,Ink,Ink,2009,"Action,Drama,Fantasy",,
91247,tt0093260,Innerspace,Innerspace,1987,"Action,Adventure,Comedy",6.1,202.0
437438,tt0454848,InsideMan,Inside Man,2006,"Crime,Drama,Mystery",8.9,76.0
137351,tt0141369,InspectorGadget,Inspector Gadget,1999,"Action,Adventure,Comedy",5.9,229.0
319112,tt0332658,Intermission,Intermission,2003,"Comedy,Crime,Drama",7.2,19.0
792025,tt0816692,Interstellar,Interstellar,2014,"Adventure,Drama,Sci-Fi",6.4,74.0
134685,tt0138524,IntolerableCruelty,Intolerable Cruelty,2003,"Comedy,Crime,Romance",6.6,121.0
172628,tt0178639,Intolerance,Intolerance,1996,Drama,4.9,54.0
1297326,tt1057500,Invictus,Invictus,2009,"Biography,Drama,History",,
1747611,tt1220719,IpMan,Yip Man,2008,"Action,Biography,Drama",,
114087,tt0116650,IrmaVep,Irma Vep,1996,"Comedy,Drama",3.3,15.0
89308,tt0091278,IronEagle,Iron Eagle,1986,"Action,Thriller,War",5.4,50.0
1755256,tt1228705,IronMan2,Iron Man 2,2010,"Action,Adventure,Sci-Fi",,
1824074,tt1300854,IronMan3,Iron Man Three,2013,"Action,Adventure,Sci-Fi",,
105810,tt0108148,IronMonkey,Siu nin Wong Fei Hung chi: Tit ma lau,1993,"Action,Crime,Drama",7.4,30.0
1165024,tt1034314,IronSky,Iron Sky,2012,"Action,Comedy,Sci-Fi",,
1759654,tt1233301,Ironclad,Ironclad,2011,"Action,Drama,History",,
59668,tt0060814,IsParisBurning,Paris brûle-t-il?,1966,"Drama,History,War",5.4,23.0
91265,tt0093278,Ishtar,Ishtar,1987,"Action,Adventure,Comedy",7.8,9.0
1661616,tt1130988,JCVD,JCVD,2008,"Comedy,Crime,Drama",,
2127765,tt1616195,JEdgar,J. Edgar,2011,"Biography,Crime,Drama",,
99912,tt0102138,JFK,JFK,1991,"Drama,History,Thriller",6.2,17.0
79246,tt0080940,JMenForever,J-Men Forever,1979,Comedy,5.3,70.0
116721,tt0119396,JackieBrown,Jackie Brown,1997,"Crime,Drama,Thriller",2.8,5.0
110994,tt0113451,Jade,Jade,1995,"Crime,Drama,Thriller",5.1,26.0
402267,tt0418763,Jarhead,Jarhead,2005,"Action,Biography,Drama",7.4,18.0
203147,tt0211443,JasonX,Jason X,2001,"Action,Horror,Sci-Fi",8.0,7.0
71713,tt0073195,Jaws,Jaws,1975,"Adventure,Drama,Thriller",5.5,17.0
76163,tt0077766,Jaws2,Jaws 2,1978,"Adventure,Drama,Horror",6.4,70.0
1662329,tt1131734,JennifersBody,Jennifer's Body,2009,"Comedy,Horror",,
67413,tt0068762,JeremiahJohnson,Jeremiah Johnson,1972,"Adventure,Drama,Western",6.2,68.0
114129,tt0116695,JerryMaguire,Jerry Maguire,1996,"Comedy,Drama,Romance",7.5,53.0
468054,tt0486358,JesusCamp,Jesus Camp,2006,Documentary,7.4,12.0
298496,tt0311361,JesusChristVampireHunter,Jesus Christ Vampire Hunter,2001,"Action,Comedy,Horror",7.9,14.0
65956,tt0067274,Jo,Jo,1971,Comedy,4.5,127.0
2821915,tt2357129,Jobs,Jobs,2013,"Biography,Drama",,
235719,tt0245686,JoeDirt,Joe Dirt,2001,"Adventure,Comedy,Drama",8.8,40.0
114141,tt0116707,JoesApartment,Joe's Apartment,1996,"Comedy,Fantasy,Musical",4.8,6.0
